;FILENAME;URL;TYPE;FICHIER;MASQUE;LUMINOSITE;LUMINOSITE-CORR;CONTRASTE;CONTRASTE-CORR
1685;COVID-1686;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-1686.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-1686.png;;;;
1704;COVID-1705;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-1705.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-1705.png;;;;
1753;COVID-1754;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-1754.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-1754.png;;;;
1760;COVID-1761;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-1761.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-1761.png;;;;
1785;COVID-1786;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-1786.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-1786.png;;;;
1792;COVID-1793;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-1793.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-1793.png;;;;
1817;COVID-1818;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-1818.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-1818.png;;;;
1850;COVID-1851;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-1851.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-1851.png;;;;
1860;COVID-1861;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-1861.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-1861.png;;;;
1863;COVID-1864;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-1864.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-1864.png;;;;
1880;COVID-1881;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-1881.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-1881.png;;;;
1927;COVID-1928;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-1928.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-1928.png;;;;
1933;COVID-1934;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-1934.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-1934.png;;;;
1955;COVID-1956;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-1956.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-1956.png;;;;
1964;COVID-1965;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-1965.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-1965.png;;;;
1966;COVID-1967;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-1967.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-1967.png;;;;
1999;COVID-2000;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2000.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2000.png;;;;
2005;COVID-2006;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2006.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2006.png;;;;
2016;COVID-2017;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2017.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2017.png;;;;
2025;COVID-2026;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2026.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2026.png;;;;
2056;COVID-2057;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2057.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2057.png;;;;
2057;COVID-2058;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2058.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2058.png;;;;
2071;COVID-2072;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2072.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2072.png;;;;
2083;COVID-2084;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2084.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2084.png;;;;
2101;COVID-2102;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2102.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2102.png;;;;
2122;COVID-2123;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2123.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2123.png;;;;
2124;COVID-2125;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2125.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2125.png;;;;
2126;COVID-2127;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2127.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2127.png;;;;
2128;COVID-2129;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2129.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2129.png;;;;
2171;COVID-2172;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2172.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2172.png;;;;
2190;COVID-2191;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2191.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2191.png;;;;
2212;COVID-2213;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2213.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2213.png;;;;
2219;COVID-2220;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2220.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2220.png;;;;
2231;COVID-2232;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2232.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2232.png;;;;
2272;COVID-2273;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2273.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2273.png;;;;
2276;COVID-2277;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2277.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2277.png;;;;
2292;COVID-2293;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2293.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2293.png;;;;
2321;COVID-2322;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2322.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2322.png;;;;
2325;COVID-2326;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2326.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2326.png;;;;
2326;COVID-2327;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2327.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2327.png;;;;
2334;COVID-2335;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2335.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2335.png;;;;
2335;COVID-2336;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2336.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2336.png;;;;
2345;COVID-2346;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2346.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2346.png;;;;
2358;COVID-2359;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2359.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2359.png;;;;
2364;COVID-2365;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2365.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2365.png;;;;
2379;COVID-2380;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2380.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2380.png;;;;
2402;COVID-2403;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2403.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2403.png;;;;
2404;COVID-2405;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2405.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2405.png;;;;
2405;COVID-2406;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2406.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2406.png;;;;
2410;COVID-2411;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2411.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2411.png;;;;
2427;COVID-2428;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2428.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2428.png;;;;
2442;COVID-2443;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2443.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2443.png;;;;
2452;COVID-2453;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2453.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2453.png;;;;
2455;COVID-2456;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2456.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2456.png;;;;
2457;COVID-2458;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2458.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2458.png;;;;
2479;COVID-2480;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2480.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2480.png;;;;
2482;COVID-2483;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2483.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2483.png;;;;
2495;COVID-2496;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2496.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2496.png;;;;
2499;COVID-2500;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2500.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2500.png;;;;
2518;COVID-2519;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2519.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2519.png;;;;
2524;COVID-2525;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2525.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2525.png;;;;
2543;COVID-2544;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2544.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2544.png;;;;
2569;COVID-2570;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2570.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2570.png;;;;
2574;COVID-2575;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2575.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2575.png;;;;
2614;COVID-2615;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2615.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2615.png;;;;
2615;COVID-2616;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2616.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2616.png;;;;
2636;COVID-2637;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2637.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2637.png;;;;
2639;COVID-2640;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2640.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2640.png;;;;
2664;COVID-2665;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2665.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2665.png;;;;
2686;COVID-2687;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\COVID\COVID-2687.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\COVID-2687.png;;;;
