;FILENAME;URL;TYPE;FICHIER;MASQUE;LUMINOSITE;LUMINOSITE-CORR;CONTRASTE;CONTRASTE-CORR;LUMINOSITE-CORR2;CONTRASTE-CORR2
1447;COVID-1448;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-1448.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-1448.png;222.26750260064205;199.1551101218107;0.5987460815047022;0.5987460815047022;198.49505754969198;0.6025236593059937
1460;COVID-1461;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-1461.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-1461.png;190.76968937707636;178.46169505933938;0.9029850746268656;0.9029850746268656;177.80164248722062;0.9097744360902256
1467;COVID-1468;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-1468.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-1468.png;247.17019943848504;239.1056811445062;0.275;0.275;238.44562857238742;0.27638190954773867
1493;COVID-1494;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-1494.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-1494.png;210.7704499949665;198.64573103209136;0.6139240506329114;0.6139240506329114;197.9856784599726;0.6178343949044586
1544;COVID-1545;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-1545.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-1545.png;227.6234941443608;215.80418563550745;0.6190476190476191;0.6139240506329114;215.14413306338864;0.6178343949044586
1551;COVID-1552;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-1552.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-1552.png;237.04537980559505;223.54463596604063;0.3972602739726027;0.3934426229508196;222.88458339392187;0.3956043956043956
1554;COVID-1555;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-1555.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-1555.png;237.3219315220188;221.72185993445265;0.5740740740740741;0.5740740740740741;221.06180736233384;0.577639751552795
1556;COVID-1557;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-1557.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-1557.png;205.01921678728425;179.9047214236977;0.8819188191881919;0.8819188191881919;179.24466885157898;0.8884758364312267
1584;COVID-1585;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-1585.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-1585.png;223.20386796568272;213.8657509423832;0.504424778761062;0.5;213.2056983702644;0.5029585798816568
1596;COVID-1597;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-1597.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-1597.png;228.72215075894005;215.18529994071653;0.8411552346570397;0.8345323741007195;214.52524736859775;0.8405797101449275
1608;COVID-1609;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-1609.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-1609.png;240.71085334615944;217.274258677196;0.4571428571428571;0.4571428571428571;216.61420610507722;0.45977011494252873
1620;COVID-1621;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-1621.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-1621.png;228.25413585977785;207.7294996700261;0.5269461077844312;0.5223880597014925;207.0694470979073;0.5255255255255256
1652;COVID-1653;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-1653.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-1653.png;221.6425319627297;196.05024552298076;0.6887417218543046;0.6831683168316832;195.39019295086197;0.6877076411960132
1663;COVID-1664;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-1664.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-1664.png;198.1132761378508;171.59434458227537;0.875;0.8681318681318682;170.9342920101566;0.8745387453874539
1681;COVID-1682;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-1682.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-1682.png;210.33214393575017;202.9066565250948;0.6190476190476191;0.6190476190476191;202.24660395297605;0.6230031948881789
1685;COVID-1686;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-1686.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-1686.png;220.36320622811823;210.18758179438709;0.5789473684210527;0.5789473684210527;209.5275292222683;0.5825545171339563
1704;COVID-1705;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-1705.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-1705.png;231.59801344503973;221.22868871712845;0.7;0.6943521594684385;220.56863614500966;0.6989966555183946
1753;COVID-1754;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-1754.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-1754.png;228.61606693437437;215.01530184226127;0.5644171779141104;0.5596330275229358;214.35524927014248;0.563076923076923
1760;COVID-1761;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-1761.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-1761.png;230.27300589478864;205.78795539199783;0.7832167832167832;0.7770034843205574;205.1279028198791;0.7824561403508772
1785;COVID-1786;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-1786.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-1786.png;214.3728034362032;199.9671032762497;0.8345323741007195;0.8345323741007195;199.30705070413094;0.8405797101449275
1792;COVID-1793;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-1793.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-1793.png;239.07050256708536;220.07067035044352;0.4739884393063583;0.4697406340057637;219.4106177783247;0.47246376811594204
1817;COVID-1818;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-1818.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-1818.png;213.7852596727106;186.4970637912328;0.705685618729097;0.705685618729097;185.837011219114;0.7104377104377104
1850;COVID-1851;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-1851.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-1851.png;211.3060927730115;205.82803324347603;1.0;0.9921875;205.16798067135727;1.0
1860;COVID-1861;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-1861.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-1861.png;239.21231306137517;219.6907081576269;0.6037735849056604;0.6037735849056604;219.03065558550807;0.6075949367088608
1863;COVID-1864;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-1864.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-1864.png;231.23051196295344;206.7799017908077;1.0;1.0;206.12184264375662;1.0
1880;COVID-1881;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-1881.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-1881.png;225.0749991610832;224.665988076196;0.504424778761062;0.504424778761062;224.00593550407723;0.5074183976261127
1927;COVID-1928;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-1928.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-1928.png;211.2285992326708;194.8008635250165;0.7406143344709898;0.7346938775510204;194.14081095289774;0.7397260273972602
1933;COVID-1934;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-1934.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-1934.png;223.98960861735327;200.6823413608349;0.8021201413427562;0.8021201413427562;200.02228878871614;0.8078291814946619
1955;COVID-1956;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-1956.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-1956.png;221.9673717296227;201.0356371852664;0.7647058823529411;0.7525773195876289;200.37558461314762;0.7577854671280276
1964;COVID-1965;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-1965.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-1965.png;221.60074272099865;202.6823078041633;0.4739884393063583;0.4739884393063583;202.02225523204453;0.47674418604651164
1966;COVID-1967;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-1967.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-1967.png;218.61489245086744;187.140479412982;0.7171717171717171;0.7171717171717171;186.4804268408632;0.7220338983050848
1999;COVID-2000;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-2000.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-2000.png;220.8964552969206;197.27395666715137;0.8214285714285714;0.8149466192170819;196.61390409503264;0.8207885304659498
2005;COVID-2006;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-2006.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-2006.png;222.32539904475345;203.39284795472088;0.7770034843205574;0.7770034843205574;202.73279538260212;0.7824561403508772
2016;COVID-2017;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-2017.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-2017.png;218.18258185031488;195.35980581872687;0.7708333333333334;0.7708333333333334;194.6997532466081;0.7762237762237763
2025;COVID-2026;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-2026.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-2026.png;228.5622084764153;212.88548226529903;0.452991452991453;0.4488636363636363;212.22542969318025;0.4514285714285714
2056;COVID-2057;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-2057.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-2057.png;235.25828570150225;206.0793391572801;0.5178571428571429;0.5133531157270029;205.41928658516136;0.5164179104477612
2057;COVID-2058;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-2058.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-2058.png;234.9739264661469;213.60624601514525;0.4166666666666667;0.4166666666666667;212.94619344302646;0.41899441340782123
2071;COVID-2072;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-2072.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-2072.png;231.92925135065605;224.2191250657152;0.4406779661016949;0.4406779661016949;223.55907249359635;0.4431818181818182
2083;COVID-2084;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-2084.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-2084.png;227.5174438764667;203.73679265332603;0.795774647887324;0.795774647887324;203.07674008120728;0.8014184397163121
2101;COVID-2102;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-2102.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-2102.png;205.46996118611648;200.82595272983525;0.8411552346570397;0.8345323741007195;200.1659001577165;0.8405797101449275
2122;COVID-2123;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-2123.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-2123.png;225.2031185333497;213.67670384000175;0.7114093959731543;0.7;213.016651267883;0.7046979865771812
2124;COVID-2125;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-2125.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-2125.png;212.86359212984195;186.8427646223197;0.9172932330827068;0.9172932330827068;186.1827120502009;0.9242424242424242
2126;COVID-2127;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-2127.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-2127.png;227.86420733548843;218.52397624187648;0.7288135593220338;0.722972972972973;217.8639236697577;0.7278911564625851
2128;COVID-2129;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-2129.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-2129.png;224.9565441102449;198.9597543651637;0.7647058823529411;0.7647058823529411;198.29970179304496;0.7700348432055749
2171;COVID-2172;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-2172.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-2172.png;228.65266607756067;207.16814129595863;0.5692307692307692;0.5596330275229358;206.5080887238399;0.563076923076923
2190;COVID-2191;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-2191.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-2191.png;233.96651044171765;220.3308799677856;0.3821138211382114;0.3821138211382114;219.6708273956668;0.38419618528610355
2212;COVID-2213;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-2213.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-2213.png;226.3214393575016;206.91469894072773;0.504424778761062;0.504424778761062;206.25464636860897;0.5074183976261127
2219;COVID-2220;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-2220.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-2220.png;225.6946678448787;199.8419033344146;0.8214285714285714;0.8214285714285714;199.18185076229585;0.8273381294964028
2231;COVID-2232;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-2232.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-2232.png;224.07408194539207;196.79099786355857;0.8085106382978723;0.8085106382978723;196.13094529143982;0.8142857142857143
2272;COVID-2273;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-2273.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-2273.png;218.6279459961298;196.5805639757945;0.795774647887324;0.795774647887324;195.9205114036757;0.8014184397163121
2276;COVID-2277;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-2277.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-2277.png;219.5647364123444;201.30553349515105;0.452991452991453;0.452991452991453;200.64548092303232;0.45558739255014324
2292;COVID-2293;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-2293.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-2293.png;197.6402612946164;185.6443440229975;1.0;1.0;184.98488209534324;1.0
2321;COVID-2322;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-2322.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-2322.png;214.3948054272324;203.2724130602566;0.9172932330827068;0.9101123595505618;202.61236048813785;0.9169811320754717
